width (um),neff - mode1,TE pol fraction - mode1,neff - mode2,TE pol fraction - mode2,neff - mode3,TE pol fraction - mode3,neff - mode4,TE pol fraction - mode4,neff - mode5,TE pol fraction - mode5,neff - mode6,TE pol fraction - mode6,neff - mode7,TE pol fraction - mode7,neff - mode8,TE pol fraction - mode8
2.54,2.830867789,0.999912944,2.782005524,0.99962162,2.698787874,0.999014877,2.578249296,0.997812341,2.415567855,0.995269964,2.203281095,0.988923074,2.043841233,0.009144098,1.984470727,0.037969675
2.55,2.830995744,0.999913704,2.782525296,0.999625197,2.699988966,0.999025506,2.58047058,0.997840765,2.419233211,0.995348696,2.208949358,0.989190072,2.043996944,0.009086177,1.985120214,0.03840242
2.56,2.831117158,0.999914987,2.783018539,0.999630971,2.701128891,0.999041498,2.582578905,0.997879797,2.422711905,0.9954455,2.214327268,0.989470271,2.044129324,0.009028901,1.985705506,0.03938118
2.57,2.831242328,0.99991572,2.783526887,0.999634418,2.70230313,0.999051704,2.584749223,0.997906919,2.426290089,0.995519831,2.219855202,0.989715371,2.044281564,0.008973242,1.986372573,0.041053106
2.58,2.83136078,0.999916965,2.784007978,0.999640011,2.703414482,0.999067141,2.58680332,0.997944381,2.429676076,0.995611914,2.225083787,0.989977019,2.044411,0.008917276,1.987004122,0.044837176
2.59,2.831482875,0.999917669,2.784503725,0.999643312,2.704559154,0.99907688,2.588917679,0.997970124,2.433158918,0.995681828,2.230458718,0.990202416,2.044559679,0.008863268,1.987771828,0.053837802
2.6,2.83159883,0.999918883,2.78497457,0.999648755,2.705646396,0.999091851,2.590925965,0.99800625,2.436466463,0.995769815,2.235560707,0.990447708,2.044686483,0.00880877,1.98870521,0.085080063
2.61,2.83171835,0.999919584,2.785459755,0.999652028,2.706766249,0.999101437,2.592993241,0.998031323,2.439868815,0.995836925,2.240805834,0.990658236,2.044831814,0.008756409,1.990624371,0.253533338
2.62,2.831831477,0.999920741,2.785919014,0.999657214,2.707826311,0.999115671,2.594950121,0.99806555,2.443088904,0.995919765,2.245767685,0.990886007,2.044955981,0.008703062,1.995238677,0.686431787
2.63,2.831948136,0.999921421,2.78639248,0.99966038,2.708918694,0.999124905,2.596965489,0.998089543,2.446403007,0.995983343,2.25087136,0.991081411,2.045098044,0.008651967,2.001963412,0.882688777
2.64,2.832058884,0.999922543,2.786841983,0.999665399,2.70995584,0.999138642,2.598878938,0.998122416,2.449548991,0.99606228,2.255713984,0.991295043,2.045219685,0.008599925,2.008836662,0.933963434
2.65,2.832173174,0.999923209,2.787305741,0.99966849,2.711025412,0.999147617,2.600851055,0.998145581,2.452789212,0.996123031,2.260698488,0.991477982,2.045358575,0.008550021,2.016032505,0.95512295
2.66,2.832281206,0.999924291,2.787744126,0.999673323,2.712036534,0.999160802,2.60271544,0.998176977,2.455852083,0.996197832,2.265408495,0.991677512,2.045477779,0.008499225,2.022893845,0.964183428
2.67,2.832393265,0.99992493,2.788198733,0.99967629,2.713084605,0.999169404,2.604646789,0.998199104,2.459022675,0.996255474,2.27028068,0.991848403,2.045613536,0.008450581,2.030008941,0.969949499
2.68,2.832498594,0.999925987,2.788626066,0.999680995,2.714069884,0.999182188,2.60646253,0.998229352,2.462003315,0.996326861,2.274859745,0.992035765,2.045730439,0.008401317,2.036714601,0.973156014
2.69,2.832607998,0.999926601,2.789069809,0.999683843,2.715092542,0.999190422,2.60834601,0.998250434,2.465092886,0.996381366,2.279602631,0.992194921,2.045863216,0.008360799,2.043662408,0.975670967
2.7,2.832711194,0.999927631,2.789488403,0.999688426,2.716057324,0.999202834,2.610122998,0.998279654,2.468007613,0.99644977,2.284075914,0.992371874,2.050222702,0.977343404,2.045977783,0.008307386
2.71,2.832818434,0.999928234,2.789923281,0.99969121,2.717059192,0.999210847,2.61196717,0.998300038,2.471030305,0.99650198,2.28871132,0.992521879,2.05701878,0.97882542,2.046107617,0.008257873
2.72,2.832919145,0.999929228,2.790331716,0.999695625,2.718000235,0.999222771,2.613699524,0.998327986,2.473869705,0.996566932,2.293064849,0.992687671,2.063405737,0.979884598,2.046220064,0.00821022
2.73,2.833023895,0.999929811,2.790756419,0.999698313,2.718978323,0.999230485,2.615498966,0.998347506,2.47681684,0.996616534,2.297579908,0.992828153,2.070025928,0.980888351,2.0463471,0.008164311
2.74,2.833122581,0.999930777,2.791156561,0.9997026,2.719899945,0.999242032,2.617194683,0.998374447,2.479594123,0.996678694,2.301834081,0.992984792,2.076265756,0.98166952,2.046457366,0.008117954
2.75,2.833225137,0.999931339,2.791572287,0.999705188,2.720857035,0.999249437,2.618954579,0.998393116,2.482474342,0.996725829,2.306242305,0.993116668,2.08272716,0.982430071,2.046581712,0.008073055
2.76,2.833321633,0.999932282,2.791963476,0.999709362,2.721757733,0.999260645,2.620610954,0.998419131,2.485185221,0.996785375,2.310390831,0.993264699,2.088809212,0.983053225,2.046689849,0.008027864
2.77,2.833422178,0.99993284,2.792370969,0.999711926,2.722695534,0.999267941,2.622334435,0.998437378,2.48800363,0.996830957,2.314699946,0.993390249,2.095120988,0.983674207,2.046811856,0.007983878
2.78,2.833516425,0.999933743,2.792752976,0.999715918,2.723574831,0.999278638,2.623950718,0.998462124,2.490647179,0.996887272,2.318742033,0.993528708,2.101044217,0.98419221,2.046917659,0.007939901
2.79,2.833614749,0.999934293,2.793151398,0.999718436,2.72449147,0.999285766,2.625634515,0.998479818,2.49339883,0.996931023,2.322945319,0.993647314,2.107197334,0.984713701,2.047037276,0.007896917
2.8,2.833707078,0.999935162,2.793525562,0.999722275,2.725352424,0.999296037,2.627216267,0.998503507,2.495984013,0.996984662,2.326894341,0.993778007,2.112979487,0.985166487,2.047140936,0.007854123
2.81,2.83380347,0.999935714,2.793916075,0.999724787,2.726250564,0.999303099,2.628865224,0.998520882,2.498676725,0.997027138,2.331003504,0.9938914,2.118989517,0.985624801,2.047258521,0.007811985
2.82,2.83389371,0.999936541,2.794281714,0.999728442,2.727091657,0.999312866,2.630409809,0.998543358,2.501199581,0.997077801,2.33485414,0.99401367,2.124623899,0.986021291,2.047359817,0.007770649
2.83,2.833987928,0.999937073,2.794663357,0.999730861,2.727969129,0.999319649,2.632020068,0.998559979,2.503827345,0.997118181,2.338860627,0.994120292,2.130479171,0.986424935,2.047474978,0.007729565
2.84,2.834076431,0.999937881,2.795021895,0.999734426,2.728793632,0.99932915,2.633533468,0.998581749,2.506297592,0.997166928,2.342627566,0.994236675,2.135986284,0.986784375,2.047574441,0.007689677
2.85,2.834168726,0.999938413,2.795395679,0.999736837,2.729652759,0.999335868,2.635109297,0.998598069,2.508867388,0.997206142,2.346542018,0.994338695,2.141701732,0.987150022,2.047687699,0.007649531
2.86,2.834255351,0.999939184,2.795746554,0.999740232,2.730459411,0.99934491,2.636589289,0.998618749,2.511281612,0.997252264,2.350220508,0.994447908,2.14707532,0.987473962,2.047784948,0.007611516
2.87,2.834345587,0.999939699,2.79611194,0.999742563,2.731298986,0.999351387,2.638128561,0.998634416,2.51379018,0.997289668,2.354038401,0.994544174,2.152644981,0.987803883,2.047895836,0.007572786
2.88,2.834430575,0.99994045,2.796456123,0.999745869,2.732090018,0.999360168,2.639579242,0.998654421,2.516155072,0.997334017,2.357638625,0.99464818,2.157899474,0.988102722,2.04799148,0.007536653
2.89,2.834518842,0.999940952,2.796813475,0.999748137,2.732910898,0.999366449,2.641083575,0.998669538,2.518605156,0.997369845,2.36136435,0.994739346,2.163329867,0.98840318,2.048100133,0.007499594
2.9,2.834602204,0.999941681,2.797151018,0.999751342,2.733686444,0.999374945,2.642505227,0.998688827,2.520921273,0.997412381,2.364887356,0.994838232,2.168466973,0.988679897,2.048194191,0.007465863
2.91,2.834688528,0.999942167,2.797500449,0.999753536,2.734488899,0.999381004,2.643975162,0.998703352,2.52331386,0.997446595,2.368522638,0.99492442,2.173760811,0.988954783,2.048300643,0.007430942
2.92,2.834770335,0.999942878,2.797831642,0.999756658,2.73524964,0.999389259,2.645369074,0.998722025,2.525583389,0.997487536,2.371971926,0.995018742,2.178785793,0.989212502,2.048393251,0.007400417
2.93,2.834854783,0.999943351,2.798173427,0.999758785,2.736034319,0.99939512,2.646805844,0.998736013,2.527920596,0.997520275,2.375520197,0.995100376,2.183948309,0.989465283,2.048497637,0.007368437
2.94,2.834935062,0.999944043,2.798498385,0.999761821,2.736780529,0.999403129,2.648172548,0.998754068,2.530144481,0.997559651,2.378897362,0.995190334,2.188863646,0.989706044,2.048588862,0.007342493
2.95,2.835017684,0.999944501,2.798832727,0.999763882,2.737547914,0.999408792,2.649577078,0.998767527,2.532427914,0.997590958,2.382361278,0.995267636,2.19389898,0.989939224,2.048691307,0.007314871
2.96,2.835096478,0.999945176,2.799151622,0.999766837,2.738279999,0.999416573,2.650917351,0.998785007,2.534607493,0.997628885,2.385668494,0.995353578,2.198707986,0.990164962,2.048781282,0.007296059
2.97,2.835177421,0.999945608,2.799479124,0.99976878,2.739031507,0.999421908,2.652292328,0.998797675,2.536841741,0.997658271,2.389055493,0.995425694,2.203627857,0.990377976,2.048882255,0.007276114
2.98,2.835254671,0.999946279,2.799791716,0.999771712,2.739748908,0.999429606,2.653605125,0.998814891,2.538975262,0.997695384,2.392289973,0.995509003,2.208326005,0.99059292,2.048970882,0.007268935
2.99,2.835334087,0.999946687,2.800113,0.99977355,2.740485972,0.999434653,2.654953185,0.998826866,2.54116464,0.997723094,2.395606634,0.99557659,2.213139859,0.990788619,2.049070719,0.007263391
3,2.835409725,0.999947352,2.800419018,0.999776451,2.741188086,0.999442245,2.656237453,0.998843767,2.543250522,0.997759289,2.39876627,0.995657093,2.217724646,0.990992993,2.049158273,0.007278302
